Представление,Основной контакт,ЭДО,Основные сведения
Новиков Сергей Анатольевич,Новиков Сергей Анатольевич,1,"Новиков Сергей Анатольевич
89263287978
Ерохин Андрей"
НОВОЛ РУС ООО,Фролова Виктория Владимировна,1,"ООО ""НОВОЛ РУС""
ИНН 7805131270
КПП 470501001
ОГРН 1027802726181
d.kovalev@novolrus47.ru
8(812)331-40-01
188300, Ленинградская обл, р-н Гатчинский, г. Гатчина, ул. Индустриальная, дом 31
188300, Ленинградская обл, р-н Гатчинский, г. Гатчина, ул. Индустриальная, дом 31
Фролова Виктория Владимировна
Панова Елена Владимировна"
НОВЫЕ РЕШЕНИЯ ООО,Бородина Екатерина Павловна,,"ООО ""НОВЫЕ РЕШЕНИЯ""
ИНН 2537093540
КПП 253701001
ОГРН 1122537002565
 INFO@AJS.SU
690035, Приморский край, г. Владивосток, ул. Калинина, дом 29, квартира 21
690035, Приморский край, г. Владивосток, ул. Калинина, дом 29, квартира 21
Бородина Екатерина Павловна
Володько Антон"
Ноздрич Артем Александрович ИП,,1,"ИП Ноздрич Артем Александрович
ИНН 540145575065
ОГРН ИП 320547600100954
630015
+7(962)8351070
630015, Новосибирская область, г Новосибирск, ул Планетная, д. 55/2, кв. 51
Калинин Дмитрий Владимирович"
НОРДЛОГИСТИК ООО,,,"ООО ""НОРДЛОГИСТИК""
ИНН 1106027903
КПП 110601001
ОГРН 1111106001082
169711, Коми Респ, Усинск г, Строителей ул, дом № 10""В"""
НОРДМЕДИА ООО,,1,"ООО ""НОРДМЕДИА""
ИНН 1106026956
КПП 110601001
ОГРН 1101106000973
169711, Коми Респ, Усинск г, Строителей ул, дом № 10""В""
169711, Коми Респ, Усинск г, Строителей ул, дом № 10""В"""
Нордсервис ООО,,1,"ООО ""Нордсервис""
ИНН 2457046449
КПП 245701001
663310, г. Норильск, ул. Талнахская, 10-141а
663310, г. Норильск, ул. Талнахская, 10-141а"
Носков Павел Геннадьевич,,1,"ИП Носков Павел Геннадьевич
ИНН 270903890883
ОГРН ИП 312270307500029
Свидетельство 27 002028490
Клешнина Ольга Васильевна"
Носовский Виктор Васильевич,,1,"Носовский Виктор Васильевич
Документ 7719 111360
89681416240
Чукотский автономный округ, г.о. Анадырь
142281, Московская область, г.о. Протвино, г Протвино, проезд Северный, Дом 11, кв. 121
Ерохин Андрей Сергеевич"
НОЧНОЙ ЭКСПРЕСС ООО,Абаева Марина Александровна,,"ООО ""НОЧНОЙ ЭКСПРЕСС""
ИНН 3805728013
КПП 380401001
ОГРН 1153850023821
665708, Иркутская область, г.о. Город Братск, г Братск, ж/р Центральный, проезд Индустриальный, здание 8А
665708, Иркутская область, г.о. Город Братск, г Братск, ж/р Центральный, проезд Индустриальный, здание 8А
665708, Иркутская область, г.о. Город Братск, г Братск, ж/р Центральный, проезд Индустриальный, здание 8А


Абаева Марина Александровна
Сезнева Ирина"
НПК ОБОРОНМЕТХИМ ООО,Свалов Александр Игоревич,,"ООО ""НПК ""ОБОРОНМЕТХИМ""
ИНН 6685188947
КПП 668501001
ОГРН 1216600040161
620000, Свердловская область, г.о. Город Екатеринбург, г Екатеринбург, ул Малышева, строение 51, этаж 6, офис 6/19
620000, Свердловская область, г.о. Город Екатеринбург, г Екатеринбург, ул Малышева, строение 51, этаж 6, офис 6/19
620000, Свердловская область, г.о. Город Екатеринбург, г Екатеринбург, ул Малышева, строение 51, этаж 6, офис 6/19
Свалов Александр Игоревич
Прыткина Анна Николаевна"
НПО ЛАДОГА ООО,Гончаренко Роман Иванович,1,"ООО ""НПО ""ЛАДОГА""
ИНН 7804675239
КПП 780401001
ОГРН 1207800114554
ladoga-ltd@mail.ru
195197, Санкт-Петербург г, пр-кт Полюстровский, дом 28, литер Д, помещение . 2-Н, офис Ж5
195197, Санкт-Петербург г, пр-кт Полюстровский, дом 28, литер Д, помещение . 2-Н, офис Ж5
Гончаренко Роман Иванович
Прыткина Анна Николаевна"
НПО РЭК ООО,Цветков Василий Павлович,1,"ООО ""НПО РЭК""
ИНН 9723099260
КПП 772301001
ОГРН 1207700128734
sales@r-ek.ru
+7 (495) 587-04-49
109235, Москва г, пр-д 1-Й Курьяновский, дом 19, корпус 4, офис 6
109235, Москва г, пр-д 1-Й Курьяновский, дом 19, корпус 4, офис 6
Цветков Василий Павлович
Прыткина Анна Николаевна"
НПО СОЮЗНИХРОМ ЗАО,Семенков Андрей Владимирович,1,"ЗАО ""НПО СОЮЗНИХРОМ""
ИНН 7717647926
КПП 771701001
ОГРН 1097746117160
129223, Москва г, Мира пр-кт, дом № 119, строение 519
129223, Москва г, Мира пр-кт, дом № 119, строение 519


Семенков Андрей Владимирович
Администратор"
НПО СРЗ ООО,,1,"ООО ""Научно-производственное объединение ""Собский рыбоводный завод""
ИНН 8901027010
629420, ЯНАО, Приуральский район, п. Харп, а/я 14 gna@harpfish.ru
бух. 89821604661
629007, РФ, ЯНАО, г. Салехард, ул. Ленина, д. 27
629007, РФ, ЯНАО, г. Салехард, ул. Ленина, д. 27"
НПП ПА-КРАСНОЯРСК ООО,Саидов Гамид Игоревич,,"ООО ""НПП ПА-КРАСНОЯРСК""
ИНН 2460083842
КПП 246501001
ОГРН 1072460003186
ОКПО 81207421
89029736762
660118, Красноярский край, г. Красноярск, ул. Космонавтов, дом 11
660118, Красноярский край, г. Красноярск, ул. Космонавтов, дом 11
Саидов Гамид Игоревич
Епищенко Анатолий"
НПП ЭЛКАР ООО,Кравченко Вадим Олегович,1,"ООО ""НПП ЭЛКАР""
ИНН 7724780936
КПП 772201001
ОГРН 1117746161367
shop@elcar.ru
sergey.bulkin@elcar.ru
(495) 369-53-40
111033, Москва г., Золоторожский Вал ул., дом 4А, строение 3, комната 6
111033, Москва г., Золоторожский Вал ул., дом 4А, строение 3, комната 6
Кравченко Вадим Олегович
Кладовщик"
НПФ ДЮКОН ООО,,1,"ООО ""НПФ ДЮКОН""
ИНН 7816222096
КПП 781601001
ОГРН 1037835046468
192241, Санкт-Петербург г, пр-кт Александровской Фермы, дом 29, корпус Е, квартира 8Н
192241, Санкт-Петербург г, пр-кт Александровской Фермы, дом 29, корпус Е, квартира 8Н
Прыткина Анна Николаевна"
